v1,v2
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Device infected! Call Microsoft 1800SBI now to fix. Urgent! Click now or lose access. http://secure-link350.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/575. Do not ignore!"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. Urgent! Click now or lose access. http://secure-link613.in
ham,Happy Birthday bhai 🎉
spam,Income tax refund ₹25000 pending. Share PAN now
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion http://secure-link352.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
spam,Papa accident. Transfer Rs.5000 urgently to this number.
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill260.in Urgent! Click now or lose access. http://secure-link228.in
ham,Amazon order #AMZ46615 delivered successfully. Rate now.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankUnion.in
spam,Amazon delivery failed. Call 1800Axis or order cancelled.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Amazon order #AMZ84410 delivered successfully. Rate now.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftAxis (malware risk) Urgent! Click now or lose access.
spam,KYC registration of random person detected on your number. Verify: link
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link690.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
ham,Your Google verification code is 48737. Never share.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in http://secure-link959.in
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI
ham,Amazon order #AMZ27589 delivered successfully. Rate now.
ham,Airtel Thanks: Bill paid Rs.499.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC Urgent! Click now or lose access.
ham,Amazon order #AMZ3898 delivered successfully. Rate now.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242
ham,OTP for Paytm login: 88098. Do not share.
ham,Meeting at 4PM today bro. Confirm?
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link743.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
ham,Meeting postponed to tomorrow
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Meeting postponed to tomorrow
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,UPI payment successful Rs.299
ham,Meeting at 4PM today bro. Confirm?
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link175.in
ham,Your Google verification code is 27520. Never share.
spam,Papa accident. Transfer Rs.5000 urgently to this number. http://secure-link445.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis
spam,Amazon delivery failed. Call 1800Axis or order cancelled. http://secure-link332.in
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifySBI
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC http://secure-link724.in
ham,Amazon order #AMZ91466 delivered successfully. Rate now.
ham,Your Google verification code is 74947. Never share.
ham,Meeting postponed to tomorrow
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Amazon order #AMZ45995 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC Urgent! Click now or lose access.
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/428. Do not ignore! Urgent! Click now or lose access."
ham,Airtel Thanks: Bill paid Rs.499.
ham,Flipkart: Your package will arrive tomorrow.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/355. Do not ignore!"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Your Google verification code is 77553. Never share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI Urgent! Click now or lose access. http://secure-link932.in"
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC http://secure-link879.in"
spam,🎉 Congratulations! You won ₹SBI lakh. Claim now: goo.gl/claim193 Share bank details Urgent! Click now or lose access. http://secure-link187.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim235 Share bank details
ham,Amazon order #AMZ27935 delivered successfully. Rate now.
ham,Flipkart: Your package will arrive tomorrow.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis http://secure-link478.in
ham,Flipkart: Your package will arrive tomorrow.
ham,OTP for Paytm login: 11928. Do not share.
ham,Meeting at 4PM today bro. Confirm?
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,Happy Birthday bhai 🎉
spam,Amazon delivery failed. Call 1800SBI or order cancelled. http://secure-link958.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link966.in
spam,Electricity bill overdue Rs.Union. Pay now or power cut: pay.bill424.in Urgent! Click now or lose access. http://secure-link827.in
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk)
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill600.in Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postSBI
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch793 http://secure-link956.in
spam,Income tax refund ₹25000 pending. Share PAN now bit.ly/urgent
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Union"
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Union http://secure-link238.in"
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI Urgent! Click now or lose access. http://secure-link351.in"
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill330.in Urgent! Click now or lose access. http://secure-link470.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Flipkart: Your package will arrive tomorrow.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC
ham,Happy Birthday bhai 🎉
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link494.in
ham,Your Google verification code is 49267. Never share.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill567.in Urgent! Click now or lose access. http://secure-link380.in
ham,Airtel Thanks: Bill paid Rs.499.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
spam,Device infected! Call Microsoft 1800Union now to fix. http://secure-link584.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankAxis.in Urgent! Click now or lose access. http://secure-link336.in
ham,Happy Birthday bhai 🎉
ham,Flipkart: Your package will arrive tomorrow.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access. http://secure-link598.in
ham,Meeting at 4PM today bro. Confirm?
ham,UPI payment successful Rs.299
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Meeting postponed to tomorrow
ham,Amazon order #AMZ24699 delivered successfully. Rate now.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis Urgent! Click now or lose access. http://secure-link784.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankAxis.in http://secure-link145.in
ham,OTP for Paytm login: 50857. Do not share.
spam,Device infected! Call Microsoft 1800Union now to fix. Urgent! Click now or lose access. http://secure-link246.in
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link983.in
ham,Meeting at 4PM today bro. Confirm?
ham,Meeting postponed to tomorrow
ham,OTP for Paytm login: 57556. Do not share.
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill600.in
ham,Amazon order #AMZ55775 delivered successfully. Rate now.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Meeting at 4PM today bro. Confirm?
spam,Traffic challan Rs.SBI. Pay or vehicle seized: paytm.me/ch703 Urgent! Click now or lose access. http://secure-link146.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC
ham,Airtel Thanks: Bill paid Rs.499.
spam,Amazon delivery failed. Call 1800SBI or order cancelled.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link270.in
ham,OTP for Paytm login: 56426. Do not share.
ham,Your Google verification code is 2651. Never share.
ham,OTP for Paytm login: 12671. Do not share.
spam,Your device has virus. Install this app to clean
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobUnion Urgent! Click now or lose access. http://secure-link548.in
ham,OTP for Paytm login: 51354. Do not share.
ham,OTP for Paytm login: 75085. Do not share.
spam,KYC registration of random person detected on your number. Verify: link
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill843.in http://secure-link962.in
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Meeting postponed to tomorrow
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch800 Urgent! Click now or lose access. http://secure-link933.in
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx Urgent! Click now or lose access. http://secure-link198.in
ham,Amazon order #AMZ92946 delivered successfully. Rate now.
ham,Happy Birthday bhai 🎉
ham,Your Google verification code is 78662. Never share.
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankHDFC.in http://secure-link294.in
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Bro where are you?
ham,Flipkart: Your package will arrive tomorrow.
ham,Flipkart: Your package will arrive tomorrow.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access. http://secure-link706.in
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
ham,OTP for Paytm login: 77668. Do not share.
ham,Your Google verification code is 14156. Never share.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobUnion http://secure-link486.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Happy Birthday bhai 🎉
ham,Meeting at 4PM today bro. Confirm?
ham,UPI payment successful Rs.299
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC Urgent! Click now or lose access.
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postHDFC
ham,Meeting at 4PM today bro. Confirm?
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in http://secure-link911.in
spam,Your bank account needs urgent KYC update else blocked in 24hrs. Link: securebankSBI.in Urgent! Click now or lose access.
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftSBI (malware risk)
spam,Amazon delivery failed. Call 1800Axis or order cancelled. Urgent! Click now or lose access.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link105.in
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis
ham,Flipkart: Your package will arrive tomorrow.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access.
ham,Happy Birthday bhai 🎉
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your Google verification code is 91053. Never share.
spam,🎉 Congratulations! You won ₹Union lakh. Claim now: goo.gl/claim968 Share bank details Urgent! Click now or lose access. http://secure-link394.in
ham,Flipkart: Your package will arrive tomorrow.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your Google verification code is 76743. Never share.
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch587 Urgent! Click now or lose access. http://secure-link500.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Airtel Thanks: Bill paid Rs.499.
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobUnion Urgent! Click now or lose access. http://secure-link726.in
ham,Airtel Thanks: Bill paid Rs.499.
spam,KYC registration of random person detected on your number. Verify: link
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your Google verification code is 84722. Never share.
spam,KYC registration of random person detected on your number. Verify: link bit.ly/urgent
spam,Device infected! Call Microsoft 1800HDFC now to fix. http://secure-link493.in
ham,Happy Birthday bhai 🎉
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC Urgent! Click now or lose access.
spam,Amazon delivery failed. Call 1800Axis or order cancelled.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winAxis
ham,Airtel Thanks: Bill paid Rs.499.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftHDFC (malware risk) Urgent! Click now or lose access.
ham,Swiggy order on the way ETA 15 min
spam,Traffic challan Rs.HDFC. Pay or vehicle seized: paytm.me/ch960
ham,Airtel Thanks: Bill paid Rs.499.
ham,Happy Birthday bhai 🎉
ham,Your Google verification code is 79361. Never share.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis http://secure-link980.in
spam,Device infected! Call Microsoft 1800SBI now to fix. Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/860. Do not ignore!"
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/894. Do not ignore!"
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyAxis Urgent! Click now or lose access. http://secure-link430.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Meeting at 4PM today bro. Confirm?
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobHDFC http://secure-link914.in
spam,India Post: Parcel held due to address issue. Pay Rs.49 to redeliver: tinyurl.com/postAxis Urgent! Click now or lose access.
ham,OTP for Paytm login: 43235. Do not share.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800SBI"
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/818. Do not ignore!"
ham,OTP for Paytm login: 9645. Do not share.
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC Urgent! Click now or lose access.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Airtel Thanks: Bill paid Rs.499.
spam,Device infected! Call Microsoft 1800SBI now to fix.
spam,🎉 Congratulations! You won ₹Axis lakh. Claim now: goo.gl/claim142 Share bank details Urgent! Click now or lose access. http://secure-link144.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill657.in
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Meeting at 4PM today bro. Confirm?
ham,Flipkart: Your package will arrive tomorrow.
ham,Flipkart: Your package will arrive tomorrow.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800Union http://secure-link361.in"
spam,"Dear customer, your Union account will be blocked today. Update KYC immediately: bit.ly/916. Do not ignore!"
ham,Your Google verification code is 49992. Never share.
ham,Flipkart: Your package will arrive tomorrow.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Meeting at 4PM today bro. Confirm?
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC
spam,Work from home job ₹2000/day. Send Rs.499 registration: whatsapp.me/jobSBI
ham,Amazon order #AMZ72932 delivered successfully. Rate now.
spam,"Instant loan ₹50,000 approved! OTP to disburse: call 1800HDFC http://secure-link740.in"
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your Google verification code is 16525. Never share.
spam,Amazon delivery failed. Call 1800HDFC or order cancelled. Urgent! Click now or lose access. http://secure-link753.in
spam,"Dear customer, your SBI account will be blocked today. Update KYC immediately: bit.ly/581. Do not ignore!"
ham,Amazon order #AMZ30223 delivered successfully. Rate now.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,New Year reward ₹1000 from Jio. Claim gift link bit.ly/urgent
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Flipkart: Your package will arrive tomorrow.
ham,Meeting at 4PM today bro. Confirm?
spam,Device infected! Call Microsoft 1800HDFC now to fix. Urgent! Click now or lose access.
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim187 Share bank details Urgent! Click now or lose access. http://secure-link205.in
ham,Meeting at 4PM today bro. Confirm?
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyUnion
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI Urgent! Click now or lose access.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Your SIM will be deactivated in 2hrs. Port now: 98xxxxxxxx http://secure-link220.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Aadhaar KYC pending. Update or PAN frozen: aadhaar.gov.verifyHDFC Urgent! Click now or lose access.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Your Google verification code is 90049. Never share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Electricity bill overdue Rs.HDFC. Pay now or power cut: pay.bill638.in http://secure-link155.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion http://secure-link449.in
spam,🎉 Congratulations! You won ₹HDFC lakh. Claim now: goo.gl/claim650 Share bank details Urgent! Click now or lose access. http://secure-link142.in
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch916 Urgent! Click now or lose access. http://secure-link742.in
ham,Amazon order #AMZ18453 delivered successfully. Rate now.
ham,UPI payment successful Rs.299
spam,Income tax refund ₹25000 pending. Share PAN now
ham,Your Google verification code is 13074. Never share.
spam,Electricity bill overdue Rs.SBI. Pay now or power cut: pay.bill478.in http://secure-link567.in
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Meeting at 4PM today bro. Confirm?
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 32757. Do not share.
spam,Traffic challan Rs.Union. Pay or vehicle seized: paytm.me/ch534 http://secure-link339.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxAxis Urgent! Click now or lose access.
spam,Papa accident. Transfer Rs.5000 urgently to this number. Urgent! Click now or lose access.
ham,Flipkart: Your package will arrive tomorrow.
ham,Your Google verification code is 45243. Never share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxUnion Urgent! Click now or lose access. http://secure-link681.in
ham,Amazon order #AMZ79829 delivered successfully. Rate now.
spam,Amazon delivery failed. Call 1800SBI or order cancelled. http://secure-link500.in
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winSBI
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,Flipkart: Your package will arrive tomorrow.
ham,Meeting at 4PM today bro. Confirm?
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC http://secure-link869.in
spam,Electricity bill overdue Rs.Axis. Pay now or power cut: pay.bill309.in
spam,KYC registration of random person detected on your number. Verify: link
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Airtel Thanks: Bill paid Rs.499.
ham,Happy Birthday bhai 🎉
spam,New Year reward ₹1000 from Jio. Claim gift link
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link373.in
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 Urgent! Click now or lose access.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
spam,Flipkart lucky draw winner! ₹5000 gift. Click bit.ly/winHDFC Urgent! Click now or lose access.
spam,SBI/HDFC Alert: Suspicious activity. Share OTP to verify or account frozen. Call 1800222242 http://secure-link377.in
ham,Flipkart: Your package will arrive tomorrow.
spam,Free iPhone 16 offer. Limited stock: amazon-fake.in/luxHDFC Urgent! Click now or lose access. http://secure-link764.in
spam,"Dear customer, your Axis account will be blocked today. Update KYC immediately: bit.ly/615. Do not ignore!"
ham,Meeting at 4PM today bro. Confirm?
ham,Meeting at 4PM today bro. Confirm?
spam,🎉 Congratulations! You won ₹Axis lakh. Claim now: goo.gl/claim538 Share bank details http://secure-link851.in
ham,Airtel Thanks: Bill paid Rs.499.
ham,Meeting at 4PM today bro. Confirm?
spam,Device infected! Call Microsoft 1800SBI now to fix. http://secure-link603.in
spam,"Dear customer, your HDFC account will be blocked today. Update KYC immediately: bit.ly/782. Do not ignore!"
ham,Your SBI A/c credited Rs.5000 via IMPS. Avl Bal Rs.12450. Thank you.
ham,OTP for Paytm login: 84581. Do not share.
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Happy Birthday bhai 🎉
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
spam,Traffic challan Rs.Axis. Pay or vehicle seized: paytm.me/ch862 Urgent! Click now or lose access. http://secure-link408.in
ham,Jio: Recharge done. Enjoy 1.5GB/day for 28 days.
ham,Your Google verification code is 1667. Never share.
ham,Meeting at 4PM today bro. Confirm?
spam,Happy New Year 2026 🎊 Personalised card from family. Open: bit.ly/nygiftUnion (malware risk)
ham,Flipkart: Your package will arrive tomorrow.
ham,Happy Birthday bhai 🎉
ham,Bro where are you?
ham,Flipkart: Your package will arrive tomorrow.
ham,"A/c *0966 Debited for Rs.10.00 on 17-03-2026 08:28:05 by Mob Bk ref no 474427685418 Avl Bal Rs:451.74.If not you, Call 1800222243 -Union Bank of India"
